clientid,income,age,loan,LTI,default10yr
417,64272.6999986917,37.778014774,4929.8788184935,0.0767025318,0
418,24349.0029522218,53.7525228346,3890.4710496591,0.1597794808,0
419,34332.3152558878,36.501370898,1225.7202233131,0.0357016477,0
420,64940.241088625,43.9410412409,8196.9307255258,0.1262226716,0
421,30595.7480147481,40.9114946299,3495.0698810157,0.1142338432,0
422,53422.2162491642,28.1885305173,7441.7596167614,0.1393008403,1
423,69995.6855783239,52.7196732108,2084.3708609028,0.029778562,0
424,48270.7962440327,45.3058510269,6232.2803986105,0.1291107851,0
425,27028.1555876136,48.1095946743,331.3643086956,0.0122599675,0
426,23519.8660916649,34.3937068642,2368.38123065,0.1006970542,0
427,37302.0833986811,35.0154038901,2366.1742401274,0.0634327637,0
428,55601.2718519196,18.8429928976,10533.4551622879,0.1894462988,1
429,62678.6454510875,25.8393941298,333.4413981458,0.0053198565,0
430,41602.4339781143,25.2598693897,7005.0792919714,0.1683814773,1
431,27533.0013292842,46.7659284594,1551.4202880312,0.0563476633,0
432,30594.1765592434,50.0438201013,118.3421421434,0.0038681264,0
433,47846.9459037296,24.4183572857,3713.2626882921,0.0776070994,0
434,55273.2750005089,25.4163910276,10282.9974457346,0.1860392286,1
435,23086.2554092892,24.8499603327,1256.40115951,0.0544220419,0
436,29621.2748787366,32.4554232853,5575.2536907666,0.1882178844,1
437,47533.9209474623,39.9551940658,6637.770870559,0.1396428222,0
438,62519.1841786727,44.4099749592,2324.5477054729,0.0371813506,0
439,50878.9590373635,44.965125822,3257.0126292118,0.0640149227,0
440,58580.9595114551,56.6269513378,4317.7154782275,0.0737051,0
441,69445.6494459882,28.8182737702,10643.404179057,0.1532623608,1
442,60929.172351025,60.0587776736,11146.0744599728,0.1829349395,0
443,35496.6654954478,47.0027460703,168.0547852831,0.0047343823,0
444,33572.4234976806,57.4422193584,3369.377023065,0.1003614476,0
445,55306.9143486209,20.1403118158,5272.535013988,0.0953322939,0
446,34141.9276362285,47.1511486731,3371.6643103609,0.0987543629,0
447,40453.8909485564,20.7098928331,890.9395352564,0.0220235808,0
448,69088.7774154544,53.9356266344,11246.488154757,0.1627831404,0
449,30885.6922015548,55.1507588206,5216.3540911712,0.1688922514,0
450,58683.2263204269,24.8449592968,271.7344684867,0.0046305305,0
451,60675.8121564053,39.9639062001,11617.7489093447,0.1914724912,0
452,68460.680025164,35.7756003877,949.9566246969,0.0138759449,0
453,63653.8399080746,27.5153688779,8866.5271852988,0.1392928879,1
454,42522.5757574663,18.3261221554,5036.2552804736,0.1184372111,0
455,54140.4291335493,30.8888927312,7896.2237660973,0.1458470849,1
456,47548.3626173809,47.8391001374,6153.9365638338,0.1294247841,0
457,24114.012257196,52.3358155498,3900.8296008479,0.1617660951,0
458,20686.2390902825,33.2805235568,3052.5766906146,0.1475655714,1
459,21412.3086119071,26.3827103931,2639.7101263171,0.1232800337,1
460,69391.1465979181,63.8006709074,2550.2651474887,0.0367520249,0
461,32319.2622209899,42.9319930766,2733.4205586597,0.0845755865,0
462,52862.9471361637,47.3313971204,9754.1522389367,0.1845177533,0
463,48383.2761459053,39.7047263035,2763.2639548452,0.0571119646,0
464,36430.5384038016,38.2274417519,5855.1855941353,0.1607219067,0
465,44268.8940139487,27.9331710166,6043.1431063316,0.1365099183,1
466,63806.3292531297,56.6321662031,114.4999674062,0.0017944923,0
467,46195.7771726884,32.4135985887,927.0675938508,0.0200682324,0
468,23743.1607721373,42.7345777163,3254.7489503207,0.1370815361,0
469,22089.8374845274,21.2967032683,2584.0220377787,0.1169778655,0
470,54707.2885138914,44.2378814584,10255.1901115656,0.187455646,0
471,23203.647187911,58.5688760667,749.1453684101,0.0322856731,0
472,25342.2506782226,40.3611400882,871.5300911323,0.0343903982,0
473,31645.6328192726,32.16327128,5193.8381966377,0.1641249592,1
474,32306.8084008992,21.9063058435,3603.3640781354,0.1115357492,0
475,61262.8163234331,49.4130304074,5564.1636031379,0.0908244827,0
476,26388.7272961438,19.3715205356,1191.3321378536,0.0451454943,0
477,53009.4254342839,36.0744793792,3589.2535062967,0.0677097229,0
478,58163.5406753048,58.7474846952,2237.927764241,0.0384764706,0
479,38665.0339281186,55.1259217481,6152.0048331183,0.1591102919,0
480,25289.0472230501,53.3427248104,3701.5376017225,0.1463691996,0
481,66049.9340319075,29.3157673976,13172.6812981319,0.1994351923,1
482,56282.9825258814,62.3698885972,8215.5583839995,0.1459687816,0
483,35778.6152325571,30.6282073753,5544.6546835025,0.1549711929,1
484,29174.2403106764,18.5286279926,665.5770001213,0.0228138588,0
485,55934.4325610436,60.7552497629,5643.179899329,0.1008891955,0
486,32256.8615246564,20.0963994744,2809.3221848422,0.0870922356,0
487,68052.8069194406,28.7588016791,1415.7182626048,0.020803231,0
488,26957.0538704284,55.2648774106,4172.9882381066,0.1548013465,0
489,48685.0420176052,32.5332560278,9698.582169129,0.1992107179,1
490,38288.0710810423,28.7354316162,1723.3993728988,0.0450113919,0
491,42468.0208251812,28.6258191755,1902.2656103548,0.0447928953,0
492,55377.7730255388,46.9182215245,6882.8734158971,0.1242894584,0
493,54231.7027854733,21.2742106393,10156.1423121761,0.1872731593,1
494,53283.2587067969,49.004692913,4065.2187953052,0.0762944852,0
495,52534.7854755819,47.1836194796,3810.1318418454,0.0725258856,0
496,47847.5156286731,26.6518377718,8494.0164306975,0.177522622,1
497,59998.253271915,54.3089268133,4659.5359758594,0.0776611938,0
498,58684.5130124129,31.7322647488,5415.8174167356,0.092286996,0
499,49114.7879324853,61.4815225499,6388.8503602066,0.1300799745,0
500,57179.4020058587,21.3731215778,2991.9673507144,0.0523259643,0
501,69395.1164768077,23.9513885803,11047.6843350607,0.1591997376,1
502,43963.7380116619,41.5538422251,4481.436860806,0.1019348459,0
503,66326.4724705368,40.9803287508,5602.1600217843,0.0844634098,0
504,35886.7268357426,34.6683487799,843.7490920206,0.023511453,0
505,35578.2341142185,42.3945969995,3640.8488855601,0.102333603,0
506,48689.0004295856,36.5630921652,3859.4718229816,0.0792678385,0
507,56510.8353551477,47.3082861374,9255.4396489303,0.1637816817,0
508,50275.8999634534,41.8198233191,5541.8212552116,0.1102281861,0
509,56665.4940880835,61.6451227367,11159.7931652015,0.1969416017,0
510,42912.0905394666,60.5821975269,4550.1228531711,0.1060335862,0
511,22169.7292220779,36.9707166916,947.1996383806,0.0427249079,0
512,35919.8073204607,27.3041244308,1227.1094838338,0.034162474,0
513,61987.6852654852,27.6310877874,2618.2430369954,0.0422381159,0
514,30044.6835160255,49.7740637762,1428.4396250534,0.04754384,0
515,61528.2724192366,55.9030230478,10897.9054797653,0.1771202904,0
516,31196.4917741716,47.178784891,987.2615366385,0.0316465564,0
517,66003.9599915035,33.0735146762,11207.4952297971,0.1698003458,1
518,56960.6738444418,25.5179991396,4856.4834538987,0.085260288,0
519,41315.1078904048,57.5200941171,1378.9090571185,0.0333754195,0
520,64913.3438407443,26.7663112232,9781.3267216691,0.1506828357,1
521,32804.904486984,62.2943905089,4961.2556800003,0.1512351814,0
522,25789.2097975127,26.4941696702,2410.2774142149,0.0934606928,0
523,31908.3543075249,38.2525118571,1857.4615780456,0.0582123904,0
524,56050.3025818616,23.9738295432,6870.8390101305,0.1225834419,1
525,66505.7756868191,25.6182406181,6571.1970206294,0.0988064112,0
526,57504.0717422962,55.7171344329,8107.2676448939,0.1409859754,0
527,44619.1114885733,59.8524872446,2474.9771591703,0.0554689925,0
528,21158.935285639,54.3039126145,3562.3082959444,0.1683595251,0
529,22765.1909156702,20.5874274233,540.6177246734,0.0237475595,0
530,25052.8202555142,45.573993484,3367.7019234674,0.1344240644,0
531,61006.1073023826,54.1812955695,5850.770691321,0.0959046717,0
532,62321.2424735539,45.8902827995,10649.0720502131,0.1708738727,0
533,49604.544211179,51.9440088142,7045.9192022337,0.1420418092,0
534,48433.3734889515,28.5319973431,789.6333613455,0.016303497,0
535,57590.2832834981,19.4971026806,7676.3106625752,0.1332917677,1
536,62691.7013712227,25.0643792432,8244.7488995589,0.131512604,1
537,51121.6568690725,58.5271807495,6471.6282023992,0.1265926928,0
538,22516.5403494611,55.518926667,4267.4519023314,0.189525204,0
539,60857.2350512259,37.3942870065,10486.7443460306,0.1723171343,0
540,62908.3574796095,51.1468272102,3213.8981455284,0.0510885719,0
541,49665.6338381581,50.3192126206,2713.8850746197,0.0546431177,0
542,65322.8010679595,41.4541950882,2739.7199895561,0.0419412509,0
543,20598.9265628159,35.7711543227,3872.4024682347,0.1879904983,0
544,55476.6569798812,52.0892027989,4733.5058296999,0.0853242803,0
545,26218.4948474169,18.4162362311,3343.8163576992,0.1275365492,1
546,40794.8702271096,38.0405282234,6519.4370598561,0.1598102169,0
547,53719.6511100046,42.8901015483,1670.7378925936,0.0311010563,0
548,20715.535634663,27.5303214337,369.5277393667,0.0178381938,0
549,57163.8523996808,53.5448196861,577.5307823935,0.0101030766,0
550,33751.2053130195,25.301877188,6494.1843356626,0.192413405,1
551,44832.5647204183,32.1782629602,1256.2535381889,0.0280210054,0
552,51035.6334550306,58.9949772898,2889.8801946868,0.0566247541,0
553,53493.4860118665,21.8747463902,5030.8287998616,0.0940456339,0
554,58205.6799950078,56.8378381496,10035.603020993,0.1724162147,0
555,47439.9407557212,22.3484194726,7896.3569423171,0.1664495532,1
556,47586.2277136184,42.2750075273,3343.0562758181,0.0702526012,0
557,26100.8512624539,62.3191646803,960.1372513581,0.0367856681,0
558,45326.4036728069,59.3625124735,5142.1108371162,0.1134462569,0
559,24391.7562346905,47.0350984968,2198.1448889684,0.0901183526,0
560,53741.3710192777,49.7294325656,6513.1501245072,0.1211943425,0
561,40053.7222670391,27.9384801318,44.5272460986,0.0011116881,0
562,53033.864130266,38.4575596876,10427.4705030759,0.1966190975,0
563,25176.502012182,53.5434088088,3064.7184877163,0.1217293207,0
564,31210.8470173553,54.1049066703,3853.0880415465,0.1234534916,0
565,23532.2763025761,59.6337369862,1077.8404003017,0.0458026409,0
566,63776.7707859166,43.8106586407,6697.9715832707,0.1050221186,0
567,52278.7650045939,45.9289716217,4269.1360347898,0.0816609963,0
568,56015.8132156357,32.5093102376,2275.7634252221,0.0406271603,0
569,56110.9399353154,62.8294148315,9351.0061311458,0.1666521028,0
570,57856.8082349375,33.6821509548,8824.1647474271,0.1525173098,1
571,30187.0918646455,28.1550842463,4462.8232576741,0.1478387941,1
572,30786.8719263934,47.0681055421,3563.3197887047,0.1157415342,0
573,22279.2997653596,58.9073276119,3141.3385363147,0.140998082,0
574,42476.2655328959,46.4382231315,8334.1820078012,0.1962079741,0
575,58147.7998569608,34.058644854,3951.1897468211,0.0679508039,0
576,36266.2118673325,55.5423627156,3206.9276653834,0.0884274232,0
577,39045.4971627332,27.4332205635,1165.4921575725,0.0298495919,0
578,64467.8036845289,63.4005892067,521.5757013706,0.0080904835,0
579,36594.8066744022,60.9125613431,3492.3340219336,0.0954325037,0
580,58797.762861941,53.4034336735,8892.9633026027,0.1512466269,0
581,66653.2709309831,19.8870530799,5180.7118601752,0.0777262959,0
582,48271.4983797632,21.6623410205,6077.6802868352,0.1259061867,1
583,30991.4319240488,34.0100260181,4589.2672653816,0.1480818078,1
584,45446.5183359571,19.3046918265,8474.982463639,0.1864825464,1
585,37142.7388908342,50.3030429888,161.2375511223,0.0043410248,0
586,58320.808892604,20.2576053403,10033.491680429,0.1720396522,1
587,24825.5406785756,54.8174662013,3650.1963516776,0.1470339115,0
588,20511.4294355735,27.1962682502,931.7900743649,0.0454278468,0
589,48326.3208926655,35.6521986378,7168.7070015274,0.1483395977,0
590,55441.3587949239,48.0585991144,10768.7478385081,0.1942367228,0
591,60496.907918714,33.9456716245,1115.1545869179,0.0184332493,0
592,25296.1542271078,44.3560899454,1320.4624425816,0.0522001262,0
593,50414.3203189597,56.1940032062,2468.1719988854,0.0489577561,0
594,67984.0403771959,27.4652809333,1642.9694705309,0.0241669877,0
595,50382.3997732252,57.0969364881,9183.8422945775,0.1822827483,0
596,49413.2985407487,18.6478525787,2554.0443515729,0.0516873884,0
597,61464.8206438869,36.4082663069,5099.0874595998,0.0829594458,0
598,53784.0495747514,24.3935543466,2761.8513804367,0.0513507518,0
599,35993.2879265398,41.8750019013,901.9277106596,0.0250582195,0
600,63402.0046843216,47.2234288896,7530.7676334431,0.1187780682,0
601,40484.9713249132,39.2814331688,1093.6792027902,0.0270144492,0
602,26168.0122744292,41.9411697583,3040.9813501286,0.1162098717,0
603,60044.2815152928,61.3126543858,6823.4344425004,0.1136400382,0
604,23984.5509454608,51.1412676903,4622.2751984249,0.1927188551,0
605,40359.7011859529,32.245007969,1783.6973261271,0.0441950082,0
606,33583.8910820894,62.1307554604,1251.867366381,0.0372758286,0
607,68038.7920164503,62.9481293545,10108.7958488382,0.1485740053,0
608,45652.0592723973,53.6743410034,5408.2121292134,0.1184658965,0
609,34399.2097815499,31.7648890004,6019.8344228585,0.1749992067,1
610,57628.4389174543,23.9865639289,5021.6396834864,0.0871382216,0
611,24294.6768924594,22.2630956131,4360.053009454,0.1794653631,1
612,52218.8825113699,37.5427567731,9792.0915313122,0.187520128,0
613,50061.7677392438,55.3610418765,6145.1318168782,0.1227509953,0
614,49352.2742227651,57.5421556281,3362.7744855716,0.0681381869,0
615,21087.3555438593,49.3106344524,3353.6935708995,0.159038129,0
616,23812.252683565,42.7655593217,2716.6558194475,0.1140864687,0
617,49395.1664934866,41.084909128,5927.5746761673,0.1200031318,0
618,33338.9439899474,46.5985135422,2929.851423795,0.0878807507,0
619,29668.320720084,38.6837404002,2042.4364628107,0.0688423346,0
620,45936.5972015075,41.9940102911,8525.2319090031,0.1855869269,0
621,55948.0677172542,40.3030153844,8569.2205726194,0.1531638343,0
622,53239.5007135347,63.5151151381,4606.1568052888,0.0865176559,0
623,43694.0344446339,49.5150355361,5049.6355088908,0.1155680764,0
624,24078.0724957585,38.4916283502,3276.1399479723,0.1360632147,0
625,50258.5530211218,22.5428407723,1086.2461646269,0.0216131603,0
626,41816.6568316519,48.9172136239,4534.5759730874,0.1084394669,0
627,36892.7162187174,54.4484247551,6463.6477506068,0.1752011891,0
628,23886.5676149726,34.4429727895,4440.4196165539,0.1858960939,1
629,48757.7650509775,23.0760349878,1833.5810508113,0.037605929,0
630,34601.6826620325,33.850522358,2430.1016184892,0.0702307354,0
631,52986.004545819,50.4237628807,4928.6070338337,0.0930171481,0
632,50740.9510249272,21.7213588594,784.5773121318,0.0154624085,0
633,53096.9913979061,36.3500753818,2663.0526094285,0.0501544916,0
634,38500.0006458722,53.9306910806,7571.6823179867,0.1966670699,0
635,41004.2623570189,55.8490920123,1016.1410075047,0.0247813507,0
636,63585.364590399,49.3399269721,1594.9726819505,0.0250839591,0
637,31823.6810551025,30.9835570501,2290.4303418221,0.0719725144,0
638,26242.6336226054,32.5968318535,1801.2281947163,0.0686374783,0
639,63531.2459943816,19.3291078913,6917.5084352097,0.1088835631,0
640,64751.1465405114,53.6382034924,2289.8512505749,0.0353638719,0
641,31091.2763047963,50.8955430407,4071.0830344427,0.1309397207,0
642,66871.2673638947,62.6893636431,3614.2681854907,0.0540481484,0
643,25098.6528280191,51.6470628548,2611.8480917835,0.1040632782,0
644,33720.5892242491,47.2466262933,1365.9522085944,0.0405079579,0
645,28182.5232948177,25.5296103563,2285.9565375883,0.0811125574,0
646,27334.5697135665,42.6711944924,2963.7944322157,0.1084265991,0
647,68694.8431818746,23.0814173929,12731.894637403,0.1853398894,1
648,46195.6216651015,26.6271984526,2888.6337275749,0.0625304655,0
649,34488.2098538801,27.1315302062,2156.314406342,0.0625232338,0
650,57827.6631003246,23.9729682496,10816.7590093935,0.1870516364,1
651,20346.4690526016,35.7160736532,656.0331878871,0.0322430976,0
652,60480.9757950716,53.4286878337,3216.0945411834,0.0531753084,0
653,51915.6797835603,44.1091034939,2282.9110216495,0.0439734398,0
654,54625.5069831386,31.6964556663,8619.745177442,0.1577970742,1
655,48305.4270897992,55.2125356952,4833.477469909,0.1000607543,0
656,28577.964513097,21.4201601758,1639.2256388427,0.0573597759,0
657,53400.8270059712,58.0816884134,10418.1929763283,0.1950942253,0
658,43414.4878922962,44.4533628216,7170.9467241213,0.1651740484,0
659,47526.2341252528,57.2195919184,8957.3305439395,0.1884712877,0
660,46082.072162535,55.1584671726,2921.2353791527,0.0633920143,0
661,32195.5925249495,62.2016585153,4980.0135850146,0.1546799793,0
662,49067.0912945643,60.5445980723,7258.9684916358,0.1479396536,0
663,21293.4771250002,42.4049403309,1368.6919222573,0.064277521,0
664,52100.9173872881,23.1814436284,4767.2771918935,0.0915008301,0
665,48334.3877759762,53.3677544631,2234.4431366599,0.0462288495,0
666,58507.6235514134,48.9774480355,694.1351678029,0.0118640123,0
667,27521.0403418168,35.086597288,2699.8513458616,0.0981013549,0
668,63914.2253715545,26.3497418938,139.3145719486,0.0021797115,0
669,28598.8326463848,52.5336985392,524.2010920966,0.0183294577,0
670,23298.466745764,48.6514598648,1741.1839190889,0.0747338414,0
671,35697.5541380234,51.3882188625,2907.9582722959,0.0814609948,0
672,40376.1635813862,38.9212890365,3901.9379836185,0.0966396417,0
673,56534.966842737,27.8079414838,2161.0837515916,0.0382256128,0
674,36088.9386082999,41.7177590057,6222.4152725219,0.1724189049,0
675,34158.6339683272,29.4211424296,2911.4080670768,0.0852319818,0
676,29732.0576198399,38.8767124265,3485.0180258739,0.1172141555,0
677,41736.20153917,34.5964918844,7602.6130550785,0.1821587201,1
678,42236.4560933784,24.6867330968,4749.0686753067,0.1124400367,0
679,28796.8508363701,44.6286484147,706.2289942236,0.0245245217,0
680,55097.38848079,33.9294242365,9342.4794269861,0.1695630171,1
681,40916.5641455911,48.3197407145,5219.8040277876,0.1275719048,0
682,20908.3351003937,28.8185219793,3133.6244473393,0.1498744129,1
683,57999.7723852284,62.7701106337,859.5892942154,0.0148205632,0
684,57746.5815865435,63.6253054803,727.1946649521,0.0125928608,0
685,55116.2345148623,41.4688852439,10284.6067864395,0.1865985018,0
686,57765.5211603269,43.8873090511,5445.2226601093,0.094264235,0
687,45200.992799364,43.9054290229,7335.962568406,0.162296492,0
688,42435.1894925348,51.4895268101,2766.2809143853,0.0651883719,0
689,46365.5735179782,41.8526130542,5443.2763074998,0.1173990936,0
690,57187.7008932643,59.4719182071,9390.672260925,0.1642078998,0
691,66539.9275999516,57.7055592933,12129.0822259617,0.1822827686,0
692,25244.7266993113,53.3790106042,1278.9995042356,0.0506640266,0
693,54780.3456126712,61.3889711411,8134.2204078516,0.1484879352,0
694,59253.1214631163,36.9204115439,7327.2835768442,0.1236607186,0
695,48540.3415444307,21.2391576227,1012.9349929059,0.0208679,0
696,30415.1050793007,22.9836358461,4362.0831523754,0.143418316,1
697,48768.6992436647,25.9250256293,500.5991056468,0.0102647623,0
698,52299.2180823348,18.3097456344,7880.6858071223,0.1506845818,1
699,42242.489119526,34.2207668605,2070.3793805861,0.0490117752,0
700,28218.9652719535,42.6243938752,1305.0824330829,0.0462484156,0
701,40208.1318595447,61.3719132794,459.0346887962,0.011416464,0
702,61419.6728379466,30.6518233875,9921.672387157,0.1615389977,1
703,51282.5052416883,26.5513867694,8445.3853427868,0.1646835564,1
704,36017.9027472623,43.5236232025,1526.3924759161,0.0423787161,0
705,57575.0097911805,33.8001351166,9857.229949587,0.1712067438,1
706,53330.7671360672,42.3772462993,2343.497555862,0.0439426935,0
707,39834.5198412426,63.3122752602,699.9557764042,0.0175715881,0
708,62469.4283748977,24.2648553592,7286.55039086,0.1166418612,0
709,40334.6167341806,45.886541584,6808.869954983,0.1688095861,0
710,47542.8027031012,40.8733375482,9448.2097210991,0.1987306003,0
711,55883.6228610016,27.3703380204,974.563067419,0.0174391533,0
712,29163.0158829503,43.9561713184,1469.1297041719,0.0503764669,0
713,47786.1410635523,29.7081892956,7181.4785525793,0.1502837097,1
714,29736.3105043769,35.2983984412,657.0484089195,0.0220958282,0
715,50831.4275345765,24.3516025199,9572.5868840559,0.1883202449,1
716,62030.0459954888,46.5357845407,7572.5675892346,0.1220790259,0
717,54049.0127447993,54.6203531795,4569.6479108815,0.0845463715,0
718,34336.0175890848,35.8306517112,3441.6445242247,0.100234237,0
719,31895.7153055817,48.1859072847,3423.346172079,0.1073293431,0
720,51894.5400998928,59.0037683048,6579.5340066642,0.1267866329,0
721,37616.7108584195,53.4446602478,5732.2401076494,0.1523854685,0
722,22076.9480033778,56.9954393553,3948.1433440505,0.1788355593,0
723,56252.9537058435,57.2782905716,7327.0702821017,0.1302521877,0
724,26316.7584943585,37.2176540047,923.0284413241,0.0350737893,0
725,23120.8796077408,40.2967223222,1417.8465220017,0.0613232085,0
726,39033.0327139236,59.6770221912,5757.8904792628,0.1475132748,0
727,32420.8181514405,32.3617921588,1494.2129742712,0.0460880712,0
728,68827.2443297319,25.3025307893,1049.1754772678,0.0152436072,0
729,58092.2048934735,41.8136523534,5277.7404197097,0.0908510949,0
730,43538.8561151922,46.3294121143,8523.9011159058,0.1957768733,0
731,64040.484179277,59.1448074137,5408.7277671919,0.0844579462,0
732,34395.2292157337,25.5482243258,2089.7325000069,0.0607564638,0
733,57405.5149266496,45.6444349932,6914.7515397514,0.1204544816,0
734,22581.1339728534,40.5488618091,34.2851058173,0.0015183075,0
735,27952.945982106,42.0974981091,3965.2519744496,0.1418545286,0
736,54022.9128370993,26.5610123025,10641.4514434212,0.1969803345,1
737,63546.1647575721,44.412732142,6170.2391164518,0.0970985289,0
738,60713.4303008206,56.0316035268,396.2336775986,0.0065262937,0
739,44519.3294715136,32.3916598489,1446.4681032111,0.0324907882,0
740,40997.7989899926,55.5812039119,7908.3318430222,0.1928964978,0
741,63661.3833298907,25.5955243814,6095.3087489942,0.0957457792,0
742,34429.1467382573,39.7149895974,2240.2774038697,0.0650692107,0
743,29181.8614280783,48.2406478086,2529.6129690449,0.0866844281,0
744,52510.4382354766,40.2791402387,1858.3082395728,0.0353893112,0
745,37536.3472430035,25.8566775699,2634.3585848472,0.0701815381,0
746,35683.7449525483,44.4978791652,4337.8255585156,0.1215630692,0
747,45622.2907104529,41.6325453222,528.1812501212,0.0115772628,0
748,67385.403176304,29.0336793587,6747.232379119,0.1001289903,0
749,69411.7925292812,47.0737268492,12176.7824380938,0.1754281512,0
750,48322.5140650757,29.2626339835,7732.6963956708,0.1600226426,1
751,40836.588810198,22.1682629082,6994.4878008142,0.1712799233,1
752,38035.9513266012,60.6552104717,4298.7050276774,0.1130168926,0
753,42696.9713694416,44.5296706767,222.196438639,0.0052040328,0
754,24181.69478653,22.300125381,1529.018868485,0.0632304262,0
755,33194.4026448764,51.1797121163,6615.3878575169,0.1992922701,0
756,32541.4615264162,34.405086162,780.832856751,0.023995015,0
757,38381.4130607061,54.0833714376,322.7241555557,0.0084083448,0
758,25921.9125309028,58.4260793161,5104.7467885471,0.196927861,0
759,58810.9717285261,22.1093805856,9099.7243379221,0.1547283452,1
760,63025.7440777496,56.5669315374,2956.977745673,0.0469169827,0
761,29954.0045135655,61.8368447102,5774.0742703594,0.1927646859,0
762,40641.523017548,37.6641986403,5042.3263680679,0.1240683418,0
763,43940.91070164,38.3059819466,2855.3791874511,0.0649822487,0
764,65166.9728732668,25.6562818582,8859.0874687763,0.1359444375,1
765,58820.3820562921,30.7523156456,530.6578241217,0.0090216657,0
766,50719.7630754672,43.2072446495,4770.9376680119,0.0940646679,0
767,46766.5959196165,47.7751709498,2383.4077565377,0.0509638923,0
768,67520.759596955,45.4156241422,13041.7794518553,0.1931521436,0
769,28386.2535539083,31.1253324109,1718.9437817569,0.0605555002,0
770,68276.0307611898,34.5148812653,4842.0779602883,0.0709191484,0
771,30731.7262794822,40.388842945,1129.5624120295,0.0367555796,0
772,30012.251092121,54.9401186649,3972.1514052114,0.1323509987,0
773,38075.3187742084,53.1073599537,6928.9436211628,0.1819799241,0
774,55932.3965734802,44.3926223419,4876.366908841,0.0871832285,0
775,27966.2444535643,53.7002732377,4445.2031781201,0.158948878,0
776,53825.5367358215,49.7139043789,5272.8047917035,0.0979610258,0
777,65451.496518217,60.2763893404,8129.0489314653,0.1241995885,0
778,39473.995862063,42.3012538385,6034.1532275636,0.1528640082,0
779,42344.8087112047,47.4181083911,6800.2468059228,0.1605922193,0
780,36112.8744133748,60.5793527025,3737.2121871986,0.1034869765,0
781,32720.5047989264,33.8045035219,4367.2649501992,0.1334718085,1
782,27973.8265601918,49.6742196358,403.4021353701,0.0144206991,0
783,21306.0331228189,35.094163537,3791.0235283876,0.1779319269,0
784,36029.301576782,52.6406244203,2928.1004386496,0.081269975,0
785,48457.963548135,22.344923628,8108.1726834058,0.167323843,1
786,46038.510655053,39.0386727839,6868.9878050109,0.1492009126,0
787,34247.1590195782,34.700989536,6458.7905851388,0.1885934708,1
788,64247.6149997674,31.6031620721,4513.203694173,0.0702470231,0
789,62109.7670914605,41.2409060192,2816.4301578897,0.0453460106,0
790,21481.8037860096,19.9594523082,1137.6578905462,0.0529591417,0
791,20762.4744670466,25.3291227403,2385.224836916,0.1148815302,0
792,33756.5272278152,40.5675955508,1169.8359246658,0.0346551029,0
793,54325.8072738536,29.6363693075,6978.5250574436,0.1284569049,1
794,33197.8078046814,59.4868482286,3993.1468660049,0.1202834503,0
795,56846.4742321521,30.2809275542,5268.2274748776,0.0926746565,0
796,26542.9310896434,45.829426521,4233.0895856306,0.1594808641,0
797,53200.5481468514,59.6917192978,3090.4731192963,0.0580910014,0
798,38073.4068970196,32.2145080874,2284.0056766376,0.0599895271,0
799,43937.219043728,56.4096822157,3213.5419628301,0.0731394028,0
800,49284.8194134422,51.9397291215,493.5899970174,0.0100150513,0
801,22869.3234547973,25.9064452043,527.5515683984,0.0230680881,0
802,60113.3425417356,40.7743055844,8253.3845688054,0.1372970495,0
803,23613.2556851953,32.4735058034,2469.2345846834,0.1045698491,0
804,68755.0944206305,53.2281321543,10990.5337530187,0.1598504641,0
805,26449.3282930925,46.4791532471,2952.1231516498,0.1116142958,0
806,42855.4161149077,47.1273699836,4923.8148457644,0.1148936422,0
807,25686.7789360695,35.8507148684,3728.3970307197,0.1451484844,0
808,67125.6492426619,36.0585051873,7482.067368787,0.1114636127,0
809,27427.7894455008,59.7045191764,719.9466645882,0.0262488038,0
810,37145.5730567686,53.1982789445,1510.7355067239,0.0406706744,0
811,41702.6007710956,41.9440537179,6105.7279291327,0.1464112026,0
812,20710.7759593055,49.5572698126,3960.7108731732,0.1912391347,0
813,39124.164362438,44.557108595,401.3267334002,0.0102577714,0
814,32834.6467390656,60.5802186658,4184.5782032004,0.1274439843,0
815,26267.2214000486,58.7937669596,1136.1172706088,0.0432522821,0
816,41254.2281951755,28.948204753,6993.0494414818,0.1695110961,1
817,38268.6966028996,30.6768498379,2522.0571846599,0.0659039217,0
818,37087.2687594965,57.5763008045,6391.1531942032,0.1723274161,0
819,38458.1330395304,55.8568540653,3644.3060700988,0.094760348,0
820,40185.7756706886,31.0007680785,1002.3405737625,0.0249426708,0
821,65481.9455510005,45.038576236,10614.2484928222,0.162094275,0
822,57426.6804778017,20.1188450963,2461.9744057853,0.0428716127,0
823,47903.3142491244,46.1690147729,4283.2269736806,0.0894140007,0
824,34222.1877467819,52.2466784487,3582.1513639635,0.1046733596,0
825,28481.265604496,47.4213283621,5302.1799434288,0.1861637758,0
826,43069.6521466598,41.2400346901,4091.5612916743,0.0949987076,0
827,33093.9618567936,33.4031739105,3852.9924436464,0.1164258441,0
828,61363.8560567051,62.136373865,9636.8047305347,0.157043663,0
829,68100.7356196642,47.752940271,8124.5989799108,0.1193026611,0
830,50551.4803389087,56.7655671011,5262.6160879975,0.1041040945,0
831,54421.0540060885,22.9615335506,6229.8360190474,0.1144747402,0
832,32152.4597401731,57.4869551328,3550.5848887817,0.1104296504,0
833,40230.9757121839,58.7940956773,745.1947491036,0.0185229102,0
